step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,dagger_exec_frac,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
2000,0,0.5986545085906982,3340.8250857547714,16,3.457628015894443,0.00015401747077703476,0.0,0.0,0.0,0.09842465323380538,-591.8928394317627,110.875,0.0,0.25,2.0586520209908485,,,,,,,,,
4000,3000,14.806111335754395,270.1587141480315,36,3.5435610043350607,100.8006370102521,0.0,0.0,0.0,0.09842465323380538,-559.2633260091146,89.61111111111111,0.0,0.6111111111111112,2.1071453624301486,1.280352234840393,0.7026505470275879,0.2989365756511688,0.2989365756511688,0.0,8.965744018554688,0.11448061466217041,42.28163528442383,-20.004663467407227
6000,6000,29.20225715637207,205.46356974638078,61,3.763524000532925,106.11887997947633,0.0,0.0,0.0,0.09842465323380538,-500.061547451332,84.21311475409836,0.0,0.6721311475409836,1.9096387009151647,1.454736590385437,0.6133310198783875,0.21910640597343445,0.21910640597343445,0.0,10.249183654785156,0.1295483112335205,52.1795654296875,-19.226131439208984
8000,9000,43.20520305633545,185.16288396026667,84,3.6307499976828694,109.07805600436404,0.0,0.0,0.0,0.09842465323380538,-433.9497721195221,82.171875,0.0,0.71875,1.7965682549402118,1.2429884672164917,0.6353071928024292,0.29117637872695923,0.29117637872695923,0.0,10.132781982421875,0.21719318628311157,50.77677536010742,-21.370609283447266
10000,12000,57.144911766052246,174.9937079427016,105,3.6292469885665923,105.4169720155187,0.0,0.0,0.0,0.09842465323380538,-399.516583442688,86.96875,0.0,0.65625,1.830207085236907,1.2955706119537354,0.6543297171592712,0.3183816969394684,0.3183816969394684,0.0,12.551560401916504,0.25445035099983215,54.58116912841797,-24.66350746154785
12000,15000,71.91884303092957,166.85474201579208,127,3.492491989163682,107.88796201813966,0.0,0.0,0.0,0.09842465323380538,-406.342267036438,89.03125,0.0,0.625,1.8738723946735263,1.4519453048706055,0.6779575347900391,0.16232800483703613,0.16232800483703613,0.0,11.767993927001953,0.08712954074144363,68.20989990234375,-17.911460876464844
14000,18000,86.08444452285767,162.631008164113,156,3.5350329999346286,107.65953199006617,0.0,0.0,0.0,0.09842465323380538,-371.11021077632904,83.203125,0.015625,0.671875,1.7693572333082557,1.2963420152664185,0.617835521697998,0.23050281405448914,0.23050281405448914,0.0,14.239679336547852,0.08923634141683578,74.19172668457031,-24.31558609008789
16000,21000,100.47515773773193,159.24334293422504,182,6.641243991907686,105.38220300804824,0.0,0.0,0.0,0.09842465323380538,-339.81053987145424,78.671875,0.0625,0.734375,1.701976815238595,1.4148387908935547,0.6797631978988647,0.18459360301494598,0.18459360301494598,0.0,12.872529029846191,0.05275394394993782,100.7615737915039,-26.78314971923828
18000,24000,114.4503345489502,157.27345901554733,209,3.5206849861424416,110.75723200337961,0.0,0.0,0.0,0.09842465323380538,-356.3468548357487,73.765625,0.046875,0.828125,1.6449058866128325,1.3270883560180664,0.6674827337265015,0.15992096066474915,0.15992096066474915,0.0,12.05776596069336,0.07557447254657745,101.88592529296875,-25.882896423339844
20000,27000,128.5222430229187,155.61508677088295,236,8.305844996357337,104.49853699537925,0.0,0.0,0.0,0.09842465323380538,-343.52557939291,72.578125,0.0625,0.828125,1.6763566257432103,nan,nan,nan,nan,0.0,nan,nan,nan,nan
22000,30000,143.03514766693115,153.80834961787693,277,3.6965229955967516,105.69455800577998,0.0,0.0,0.0,0.09842465323380538,-1509.0600053668022,62.90625,0.03125,0.890625,1.9017050517722964,nan,nan,nan,nan,0.0,nan,nan,nan,nan
24000,33000,157.2631483078003,152.61045107037066,316,3.7111239798832685,103.58533699763939,0.0,0.0,0.0,0.09842465323380538,-2484.607582092285,50.21875,0.0,1.0,1.931170335970819,nan,nan,nan,nan,0.0,nan,nan,nan,nan
26000,36000,171.81139302253723,151.32873054925682,356,3.5849080013576895,105.55887300870381,0.0,0.0,0.0,0.09842465323380538,-2478.125,49.5625,0.0,1.0,2.0051959920674562,nan,nan,nan,nan,0.0,nan,nan,nan,nan
28000,39000,185.95985412597656,150.57013316988136,399,5.915766989346594,107.50888602342457,0.0,0.0,0.0,0.09842465323380538,-2442.1875,48.84375,0.0,1.0,2.101157152093947,nan,nan,nan,nan,0.0,nan,nan,nan,nan
30000,42000,200.12386274337769,149.90716043928015,437,4.215981025481597,108.846937015187,0.0,0.0,0.0,0.09842465323380538,-2471.09375,49.421875,0.0,1.0,2.1442632423713803,nan,nan,nan,nan,0.0,nan,nan,nan,nan
32000,45000,214.7520513534546,149.00905392206042,478,4.06192900845781,105.3189889935311,0.0,0.0,0.0,0.09842465323380538,-2489.84375,49.796875,0.0,1.0,1.979156251065433,nan,nan,nan,nan,0.0,nan,nan,nan,nan
34000,48000,228.9097068309784,148.53018017757023,518,3.5950659948866814,104.32393901282921,0.0,0.0,0.0,0.09842465323380538,-2501.5625,50.03125,0.0,1.0,1.9218771401792765,nan,nan,nan,nan,0.0,nan,nan,nan,nan
36000,51000,243.51384329795837,147.8355378587293,561,3.5139929968863726,103.38228999171406,0.0,0.0,0.0,0.09842465323380538,-2468.75,49.375,0.0,1.0,1.9126105206087232,nan,nan,nan,nan,0.0,nan,nan,nan,nan
38000,54000,257.508225440979,147.56810169821009,598,3.8602240092586726,111.39698498300277,0.0,0.0,0.0,0.09842465323380538,-2482.03125,49.640625,0.0,1.0,1.9446222567930818,nan,nan,nan,nan,0.0,nan,nan,nan,nan
40000,57000,271.98592352867126,147.06643447223627,637,3.6318979982752353,111.15477301063947,0.0,0.0,0.0,0.09842465323380538,-2541.40625,50.828125,0.0,1.0,2.0085423681885004,nan,nan,nan,nan,0.0,nan,nan,nan,nan
42000,60000,286.5699782371521,146.56106078649572,680,3.5516010248102248,112.97855401062407,0.0,0.0,0.0,0.09842465323380538,-2552.34375,51.046875,0.0,1.0,2.142528874799609,nan,nan,nan,nan,0.0,nan,nan,nan,nan
44000,63000,300.88551211357117,146.23502371690105,720,7.009574997937307,106.9511359964963,0.0,0.0,0.0,0.09842465323380538,-2452.34375,49.046875,0.0,1.0,2.0874898647889495,nan,nan,nan,nan,0.0,nan,nan,nan,nan
46000,66000,315.09262919425964,145.98881642401182,761,3.6080129793845117,104.81007699854672,0.0,0.0,0.0,0.09842465323380538,-2449.21875,48.984375,0.0,1.0,1.9683742672204971,nan,nan,nan,nan,0.0,nan,nan,nan,nan
48000,69000,329.14615774154663,145.83187095166014,801,3.634430991951376,107.2659140045289,0.0,0.0,0.0,0.09842465323380538,-2453.125,49.0625,0.0,1.0,1.9218073934316635,nan,nan,nan,nan,0.0,nan,nan,nan,nan
50000,72000,343.11698150634766,145.7228953824747,844,3.512636001687497,107.71160799777135,0.0,0.0,0.0,0.09842465323380538,-2436.71875,48.734375,0.0,1.0,2.059359258040786,nan,nan,nan,nan,0.0,nan,nan,nan,nan
52000,75000,358.9354248046875,144.87285569067328,882,3.691134013934061,107.73610699106939,0.0,0.0,0.0,0.09842465323380538,-2471.09375,49.421875,0.0,1.0,2.0007052905857563,nan,nan,nan,nan,0.0,nan,nan,nan,nan
54000,78000,373.32632064819336,144.64557416214774,921,3.5809859982691705,104.33536098571494,0.0,0.0,0.0,0.09842465323380538,-2556.25,51.125,0.0,1.0,1.9259265083819628,nan,nan,nan,nan,0.0,nan,nan,nan,nan
56000,81000,387.74160599708557,144.4260794659754,958,3.863924997858703,111.84140900149941,0.0,0.0,0.0,0.09842465323380538,-2532.03125,50.640625,0.0,1.0,1.8573718816041946,nan,nan,nan,nan,0.0,nan,nan,nan,nan
58000,84000,402.1688086986542,144.2180466149962,1002,3.5370900004636496,107.34542098361999,0.0,0.0,0.0,0.09842465323380538,-2510.9375,50.21875,0.0,1.0,1.8584488537162542,nan,nan,nan,nan,0.0,nan,nan,nan,nan
60000,87000,416.4995813369751,144.0577678551281,1039,7.1192219911608845,106.77884201868437,0.0,0.0,0.0,0.09842465323380538,-2497.65625,49.953125,0.0,1.0,1.9917603293433785,nan,nan,nan,nan,0.0,nan,nan,nan,nan
62000,90000,430.77246594429016,143.92749050032873,1080,3.6987559869885445,108.74289000639692,0.0,0.0,0.0,0.09842465323380538,-2523.4375,50.46875,0.0,1.0,2.1059173829853535,nan,nan,nan,nan,0.0,nan,nan,nan,nan
