step,sec,loss,val_loss,ref_loss,loss_before,gap_closed,param_err_mean,err/joint,err/actuator,err/contact,err/inertial,err/comfree
5008,2.213995921978494,0.8899783492088318,0.732160210609436,9.586589158061543e-07,1.3080251216888428,44.025556052838084,0.09504381349261046,0.08271829452217039,0.10635170415820368,0.1437728430261453,0.09243557148433079,0.18289782877826727
10016,2.18318300799001,0.8696668744087219,0.8137173652648926,3.590285632526502e-05,0.9587188959121704,15.125075932042868,0.09834355289056605,0.08788476188120715,0.10484050966744174,0.14191917894849176,0.09267016309373148,0.18787218819544038
15024,2.1916064500110224,0.8025244474411011,0.24081343412399292,1.476189709137543e-06,0.46557265520095825,48.276016903429216,0.09876208642539973,0.08854828866465174,0.10630349491933151,0.1432457616712781,0.08866476818704433,0.18832669006211522
20032,2.218822157010436,0.6138497591018677,0.20221301913261414,0.00044504707329906523,0.4275881350040436,52.763376545138186,0.09878014326450815,0.08821623451349285,0.10427128674259585,0.14396715261670828,0.09391083542205948,0.18680277017117025
25040,2.2088846740080044,0.7517637014389038,0.6077186465263367,0.0006811790517531335,0.9094958305358887,33.20558086478207,0.09627706284301486,0.08592342666910995,0.0941357960728935,0.14088092363083868,0.09873778657633536,0.1898337141398729
30048,2.168389191996539,0.7841426134109497,0.8628377914428711,9.541299732518382e-07,1.0725767612457275,19.554698923040416,0.09590615470316313,0.08545885514416095,0.09406809976866616,0.13894116802030165,0.10081341284337447,0.18864924282658477
35056,2.144881957996404,0.45601686835289,0.3825361132621765,9.53706148720812e-07,0.4255591630935669,10.109792005498173,0.09547695890538037,0.08523031351185205,0.09305019719682381,0.13472449040304507,0.10329891002553544,0.19027128158199438
40064,2.184519647009438,0.684928834438324,0.6154513359069824,7.833068593754433e-06,0.7268823385238647,15.330156963902395,0.09632516738102055,0.08665613772722917,0.0916977092670091,0.13462578020698332,0.11068031007354755,0.1697741385596089
45072,2.1594549839792307,0.10271289199590683,0.18129712343215942,1.1128914820801583e-06,0.31025364995002747,41.565019174535756,0.09391287031283875,0.08553618207673717,0.08176581604865432,0.13766809217515358,0.10607271636167999,0.1539187903713884
50080,2.1901025339902844,0.22456763684749603,0.19789494574069977,9.54484562498692e-07,0.2375466227531433,16.692233245698006,0.09324921676402005,0.08529328160136677,0.07870182650152034,0.13399076847649824,0.10592603978997794,0.16175532164615053
55088,2.162301676988136,0.2741284966468811,0.5191049575805664,0.0014651804231107235,0.639853835105896,18.91463399914737,0.09547582796105016,0.09030714237517444,0.07724047809387119,0.12243545127232901,0.11012900266135577,0.15414747580038962
60096,2.1409221639914904,0.1682877242565155,0.2649204134941101,9.537181995256105e-07,0.30050352215766907,11.841199510654596,0.09650041273811027,0.09157510774490452,0.08438105239332364,0.12510968021010838,0.09023438585743515,0.18185081844422718
65104,2.169492191984318,0.290137380361557,0.12426130473613739,9.536765901430044e-07,0.133465975522995,6.896691477300013,0.09616691763485617,0.09154197318675246,0.08419704300747488,0.1365789338284923,0.08177759726645141,0.15677098732635852
70112,2.1631792910047807,0.20354892313480377,0.33948421478271484,9.538451877233456e-07,0.3934210538864136,13.709731429087324,0.09555023459768586,0.0923275837350055,0.07783130643674388,0.13368888071491383,0.0849593431758882,0.14205698080087803
75120,2.11894864399801,0.4539940059185028,0.4973926544189453,1.8318904722036677e-06,0.4877322316169739,-1.9806890871244824,0.09952454797452027,0.09774677099673457,0.07737350981581617,0.13482629655245157,0.0971458741835865,0.11437524942623573
80128,2.1505615260102786,0.1859336644411087,0.13906419277191162,2.8537633625091985e-05,0.15625715255737305,11.005000456448368,0.10021687850738802,0.10063792805647477,0.07171574495185469,0.13716596913075801,0.08935250508477828,0.10738752663747259
85136,2.162598741997499,0.14862322807312012,0.2269761860370636,6.6344755396130495e-06,0.28823161125183105,21.25264295269991,0.102482789169305,0.10376274177276833,0.07920657190799199,0.12986840758586807,0.08917975901202925,0.10892822174529498
90144,2.110786742006894,0.51055908203125,0.15198341012001038,9.536852303426713e-07,0.1484275758266449,-2.395684980271013,0.1023822498418857,0.10304630686866705,0.07464844214439872,0.13167804453767337,0.09470876773413255,0.11786527687708398
95152,2.120675926998956,0.21033801138401031,0.18945477902889252,2.0073270206921734e-05,0.21111398935317993,10.260461659053215,0.10153021980433992,0.10200336884460139,0.07011468492727152,0.1338960955611596,0.09742550197226517,0.11487037069369377
100160,2.1392052190203685,0.14498379826545715,0.09751525521278381,9.538430276734289e-07,0.1406707614660263,30.678584823902778,0.1032519725599758,0.1036280858734755,0.06170132918565859,0.14684337287846325,0.10145134120463806,0.11325981948455938
105168,2.1700009490014054,0.21490547060966492,0.07844439148902893,9.538027825328754e-07,0.07867976278066635,0.299154619515888,0.10266062306766402,0.10511200591836016,0.05820649677755019,0.14036340818644752,0.09617478702503474,0.10914170002355789
110176,2.1430577019928023,0.4179317355155945,0.19239357113838196,0.00010828935774043202,0.24344651401042938,20.98023972391272,0.10335955282057877,0.10497454917424788,0.06152040186229419,0.1387465536186665,0.10166917823435812,0.11317286513101299
