step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,dagger_exec_frac,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,plan_value,plan_value_max,plan_std,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
2000,0,0.5913660526275635,3382.0000169329646,16,3.0989729857537895,0.00014001852832734585,0.0,0.0,0.0,0.09842465323380538,-551.8784885406494,112.5625,0.0,0.1875,2.0306896194815636,,,,,,,,,,,,
4000,3000,46.99259853363037,85.11978747328455,32,257.064053992508,107.2460779978428,0.0,0.625,126224.0,0.09842465323380538,-396.8545174598694,109.1875,0.25,0.34375,1.8353048581629992,35.98180389404297,125.99507904052734,0.2379743903875351,1.6330311298370361,1.466223955154419,1.1497459411621094,0.15912136435508728,1.9812490940093994,7.653728485107422,3.999823808670044,152.27114868164062,-13.514978408813477
6000,6000,97.02116107940674,61.842178894244675,49,278.32849000697024,109.020355012035,0.0,0.4375,252488.0,0.09573374222108015,-306.80691667478914,108.9795918367347,0.4897959183673469,0.3673469387755102,1.610635208840273,23.706445693969727,94.59918212890625,0.2475682497024536,1.6452986001968384,1.4238791465759277,1.1993722915649414,0.13200430572032928,2.1347360610961914,9.167289733886719,3.8423852920532227,200.5208282470703,-12.328393936157227
8000,9000,145.93198037147522,54.8200605490017,68,280.57666099630296,113.90263499924913,0.0,0.4375,378016.0,0.09573374222108015,-227.07426821440458,107.59375,0.671875,0.40625,1.4792709788307548,37.2254524230957,100.61781311035156,0.25703632831573486,1.4946417808532715,1.340221881866455,1.174601674079895,0.14355292916297913,2.0620975494384766,11.199136734008789,4.099106788635254,226.97085571289062,-18.190916061401367
10000,12000,195.19966912269592,51.22959503437651,85,281.60538998781703,114.10257700481452,0.0,0.875,400000.0,0.09573374222108015,-86.49460684508085,107.484375,1.0625,0.453125,1.2647977825254202,21.14034652709961,96.30084228515625,0.21556362509727478,1.4674371480941772,1.3483154773712158,1.1202327013015747,0.13215447962284088,1.9761563539505005,12.429391860961914,3.487748384475708,228.50128173828125,-15.007261276245117
12000,15000,247.39125680923462,48.506160463274966,103,280.89934500167146,105.6411009922158,0.0,0.625,400000.0,0.09531623603855856,-27.0542027130723,105.703125,1.265625,0.453125,1.2426599692553282,38.74439239501953,74.45384216308594,0.30743539333343506,1.4283357858657837,1.2596909999847412,1.046197533607483,0.1131603792309761,1.8660742044448853,11.883198738098145,3.1620278358459473,235.01588439941406,-11.33761215209961
14000,18000,296.28889751434326,47.251179903972826,121,276.4821549935732,113.09463801444508,0.0,0.1875,400000.0,0.09531623603855856,2.166428953409195,106.90625,1.484375,0.46875,1.224525272846222,8.332094192504883,103.17110443115234,0.23918113112449646,1.3947980403900146,1.2930020093917847,1.147961974143982,0.1222333014011383,2.051457405090332,15.953493118286133,3.0192437171936035,237.2269287109375,-15.048849105834961
16000,21000,348.0702266693115,45.96773516972194,143,282.5784109882079,114.65723201399669,0.0,0.6875,400000.0,0.09238619457019881,29.709726721048355,104.765625,1.5,0.484375,1.2612044336274266,10.298635482788086,111.63911437988281,0.20235618948936462,1.3764383792877197,1.2863789796829224,1.05588960647583,0.111960768699646,1.8878577947616577,13.188899040222168,2.6923680305480957,233.74411010742188,-11.107037544250488
18000,24000,397.1078157424927,45.32774044334656,162,276.56078297877684,120.75750701478682,0.0,0.5625,400000.0,0.09238619457019881,44.03727427870035,106.34375,1.515625,0.46875,1.2416125005111098,20.772878646850586,84.07312774658203,0.28117835521698,1.3804229497909546,1.3061572313308716,1.074777364730835,0.0969654992222786,1.9556236267089844,11.475360870361328,2.75567889213562,245.47987365722656,-9.018310546875
20000,27000,446.00307631492615,44.84274002154606,181,273.76887400168926,109.95318597997539,0.0,0.6875,400000.0,0.09238619457019881,13.321055389940739,103.609375,1.390625,0.515625,1.3001010632142425,17.232070922851562,78.28688049316406,0.24203962087631226,1.2213366031646729,1.2726060152053833,1.07429039478302,0.12306788563728333,1.9024450778961182,10.027053833007812,2.601771354675293,251.91009521484375,-14.492380142211914
22000,30000,497.8242166042328,44.19230577023107,201,273.8583250029478,105.31518899369985,1.0,0.8125,400000.0,0.09198961269006102,18.66278926283121,101.703125,1.484375,0.515625,1.316243433393538,76.49759674072266,146.6213836669922,0.16263926029205322,1.359757661819458,1.2247228622436523,1.051077961921692,0.07763112336397171,1.9468936920166016,11.030424118041992,2.1729629039764404,268.78936767578125,-2.52805233001709
24000,33000,547.177980184555,43.8614141451839,218,282.41938501014374,108.09072101255879,1.0,0.3125,400000.0,0.09198961269006102,31.692596919834614,103.625,1.53125,0.46875,1.2978608701378107,42.96446228027344,158.10604858398438,0.1693117916584015,1.4919859170913696,1.2223544120788574,1.0812695026397705,0.043299444019794464,2.0759401321411133,11.237119674682617,2.1902568340301514,269.4744873046875,5.5291428565979
26000,36000,632.4558780193329,41.10958709313353,235,280.7766469777562,113.90136097907089,1.0,0.5625,400000.0,0.09289609237435369,37.59591770172119,104.046875,1.5,0.4375,1.305422905832529,62.6543083190918,177.21682739257812,0.20537741482257843,1.6381912231445312,1.4173226356506348,1.3303117752075195,0.02332300692796707,2.6139774322509766,11.369627952575684,2.3710684776306152,287.7481994628906,10.975021362304688
28000,39000,682.0361845493317,41.05354031692839,254,277.69736299524084,108.50856799515896,1.0,0.6875,400000.0,0.09289609237435369,79.06937915086746,109.75,1.625,0.328125,1.2232921961694956,65.48611450195312,185.59640502929688,0.18080374598503113,1.350255012512207,1.207898736000061,1.1618767976760864,0.0014261561445891857,2.320901393890381,12.42939567565918,2.266435146331787,280.2835998535156,19.114620208740234
30000,42000,731.7321767807007,40.99860707504594,273,290.0761989876628,111.3133959879633,1.0,0.5625,400000.0,0.09289609237435369,115.3294603228569,112.6875,1.65625,0.25,1.1754376217722893,117.5952377319336,191.58131408691406,0.1782679557800293,1.5491728782653809,1.4239369630813599,1.1652461290359497,-0.005428142845630646,2.341348648071289,15.871042251586914,2.3419151306152344,287.81072998046875,22.770118713378906
32000,45000,784.1372814178467,40.809180685987585,291,280.6483249878511,108.76097698928788,1.0,0.625,400000.0,0.09058222249168364,124.36880756914616,112.109375,1.78125,0.28125,1.1544968448579311,61.137603759765625,196.17007446289062,0.17857760190963745,1.5420877933502197,1.2428966760635376,1.2264440059661865,-0.020169943571090698,2.493227958679199,12.818416595458984,2.1764183044433594,296.65313720703125,24.048885345458984
34000,48000,833.9356336593628,40.77053267385377,308,275.8776379923802,115.26669599697925,1.0,0.625,400000.0,0.09058222249168364,119.84618283808231,111.1875,1.765625,0.265625,1.198507328517735,68.09750366210938,211.617919921875,0.15190169215202332,1.527144432067871,1.29367995262146,1.0851811170578003,-0.01761423610150814,2.2055907249450684,10.232783317565918,1.9271258115768433,277.4180603027344,22.583168029785156
36000,51000,886.3337466716766,40.61675428153976,326,290.50307598663494,107.16502601280808,1.0,0.75,400000.0,0.08973166668458259,89.09727175533772,108.5625,1.65625,0.265625,1.234224209561944,42.704139709472656,193.78244018554688,0.16316545009613037,1.469839334487915,1.2633861303329468,1.21839439868927,-0.017822887748479843,2.4724345207214355,11.227385520935059,1.9494527578353882,289.81878662109375,25.328718185424805
38000,54000,936.010635137558,40.59782931250076,344,278.7913460051641,111.89081901102327,1.0,0.5,400000.0,0.08973166668458259,22.694239892065525,110.015625,1.515625,0.28125,1.240086986683309,74.75221252441406,180.36474609375,0.1633608341217041,1.5075023174285889,1.3141803741455078,1.2353157997131348,0.0202769935131073,2.43007755279541,13.258275985717773,2.0775952339172363,274.71112060546875,12.018609046936035
40000,57000,985.2773444652557,40.59770604155055,365,281.7370159900747,110.9541020123288,1.0,0.5625,400000.0,0.08973166668458259,3.541133664548397,108.9375,1.359375,0.296875,1.2858200259506702,120.32234954833984,196.4993896484375,0.14941059052944183,1.4085382223129272,1.3207926750183105,1.1842329502105713,0.009912542998790741,2.3486409187316895,9.481550216674805,1.9354480504989624,292.5791931152344,15.623611450195312
42000,60000,1037.0991749763489,40.49757343694523,384,278.87647302122787,109.37231499701738,1.0,0.625,400000.0,0.08834847294579688,31.187186010181904,109.890625,1.46875,0.28125,1.2764725098386407,106.99591064453125,204.49325561523438,0.13653525710105896,1.4530603885650635,1.3246142864227295,1.2033939361572266,0.004877210594713688,2.397033452987671,9.326616287231445,1.7841391563415527,294.0359802246094,17.377429962158203
44000,63000,1086.8672347068787,40.48332546510755,402,285.4575259843841,107.49276098795235,1.0,0.5625,400000.0,0.08834847294579688,97.7800422757864,110.921875,1.8125,0.25,1.1976617285981774,119.15736389160156,213.15744018554688,0.13887444138526917,1.3175770044326782,1.2588562965393066,1.2654753923416138,-0.0334998294711113,2.5979504585266113,10.023574829101562,1.8627948760986328,309.871337890625,31.45474624633789
46000,66000,1139.570297241211,40.36609247482278,418,299.8172099760268,113.99579199496657,1.0,0.6875,400000.0,0.0862484149098251,162.83990858495235,112.296875,2.0625,0.171875,1.193770588375628,94.31047058105469,202.677734375,0.18219290673732758,1.5312193632125854,1.3402433395385742,1.2643048763275146,-0.03931838274002075,2.6072463989257812,14.70781135559082,1.7300199270248413,301.0709228515625,30.127914428710938
48000,69000,1189.3870708942413,40.356920950814754,434,284.0892439999152,108.49818401038647,1.0,0.5625,400000.0,0.0862484149098251,190.72782845795155,116.21875,2.171875,0.109375,1.1549514019861817,81.01799011230469,182.22122192382812,0.15841268002986908,1.4391287565231323,1.2972772121429443,1.1872823238372803,-0.06705810129642487,2.508680820465088,9.762271881103516,1.7529758214950562,295.2248840332031,39.66690444946289
50000,72000,1239.1732625961304,40.349482602011186,452,287.5344379863236,114.90534199401736,1.0,0.5625,400000.0,0.0862484149098251,202.29798436164856,115.6875,2.109375,0.109375,1.18001857586205,63.307159423828125,196.13589477539062,0.149509459733963,1.5009236335754395,1.2886297702789307,1.3018666505813599,-0.029204802587628365,2.6621429920196533,13.317350387573242,1.7209498882293701,287.7944030761719,27.502853393554688
52000,75000,1328.459903717041,39.14307075019999,470,283.80651999032125,107.01952499221079,1.0,0.5625,400000.0,0.08903730004626836,154.3837766945362,113.90625,1.890625,0.15625,1.2014916678890586,116.82836151123047,211.58236694335938,0.1464848518371582,1.393955111503601,1.3307455778121948,1.3093119859695435,-0.007610897533595562,2.633845806121826,9.187488555908203,1.7711275815963745,302.594482421875,23.055866241455078
