step,sec,loss,val_loss,ref_loss,loss_before,gap_closed,param_err_mean,err/joint,err/actuator,err/contact,err/inertial,err/comfree
5008,2.1843433579197153,1.0674779415130615,1.0623250007629395,1.0686844689189456e-06,1.5278784036636353,30.47060076370882,0.09822177173086945,0.08611853066044424,0.10699274395977704,0.14943729858045365,0.09111575932116715,0.19567936176100584
10016,2.1602841450367123,0.6631383895874023,0.5804436802864075,0.00030945398611947894,0.6766085624694824,14.219282707429537,0.0990960148692697,0.08936501058334527,0.10580613396026348,0.13825452880087546,0.09113179726124256,0.19263749543094225
15024,2.169485072954558,0.33990657329559326,0.5000697374343872,0.001621916308067739,0.8470890522003174,41.044684060925576,0.09915433107114126,0.09013222952120027,0.10352823739872354,0.13809461707811443,0.08923019505568387,0.19167054998136196
20032,2.1671304809860885,0.817012369632721,0.5392019152641296,3.431813638599124e-06,0.6668802499771118,19.145714955964184,0.095737710172345,0.08749478523139277,0.09854606672637471,0.13289418981256318,0.08417909018349201,0.18696266376487472
25040,2.165849457960576,0.5377087593078613,0.4824869632720947,9.537959613226121e-07,0.5208607912063599,7.367400052392489,0.09569374521296986,0.08735345675554222,0.09512143700010998,0.13038275002140995,0.09191616323856304,0.18807113013635338
30048,2.1868663809727877,0.5704371333122253,0.6172781586647034,6.287690212047892e-06,0.7820236682891846,21.06673249363042,0.09170685024845822,0.08195038714624958,0.09256528652838422,0.13583419996015503,0.09285097198413121,0.1645501303838039
35056,2.1442936731036752,0.1912754476070404,0.12513381242752075,6.506211502710357e-05,0.15332114696502686,18.392310207516143,0.0864848003950517,0.07707609806744835,0.07262268414072338,0.13120834449099567,0.0998238955498338,0.1711924314746941
40064,2.1755703950766474,0.14384618401527405,0.12358547747135162,1.2684037073995569e-06,0.13927142322063446,11.262962814899053,0.08427176365594573,0.07469686117029063,0.06982020853248258,0.1326561347553761,0.10202549460981658,0.14926915209590114
45072,2.1490645139710978,0.3599986135959625,0.1027815192937851,0.00023599380801897496,0.1904655247926712,46.09379261202115,0.08526740491373072,0.07630579560431007,0.07435129628399714,0.13965851205026286,0.09357534817636359,0.1287177580929999
50080,2.1508956850739196,0.31573817133903503,0.13502264022827148,5.2038481953786686e-05,0.14882701635360718,9.278694793182616,0.08751135891475738,0.07591277661900069,0.08208975456322697,0.14473262641562273,0.10571028358096864,0.13269254116737633
55088,2.1763071320019662,0.09112352132797241,0.21823972463607788,0.00010759370343293995,0.33028069138526917,33.93400841432484,0.0844076717707509,0.07350439100353527,0.07736419128035232,0.13852554478401927,0.10411388982803522,0.12572912242722784
60096,2.170852697920054,0.28124624490737915,0.10114099085330963,9.53678409132408e-07,0.10318337380886078,1.979390435860101,0.08225544012617632,0.07087669275341202,0.0854180636498897,0.1266651321077799,0.09018854979259561,0.16346163204279504
65104,2.153389109065756,0.12832453846931458,0.0992259755730629,9.536938705423381e-07,0.11479499936103821,13.562570861136763,0.07973240083172627,0.07087444532579014,0.08298192377414654,0.11967957685886756,0.08271534694406048,0.13056128677251544
70112,2.1459459559991956,0.12803733348846436,0.1041913777589798,9.537142204862903e-07,0.1111624538898468,6.271124552883201,0.07886660063676106,0.07056459350408767,0.07887323399855355,0.11919861326182911,0.08534502959176242,0.11749090732101086
75120,2.1489649050636217,0.22911222279071808,0.12434263527393341,9.536821607980528e-07,0.14730975031852722,15.59113615006198,0.08022743052446271,0.0750988898015393,0.07295967995136846,0.1206629269313626,0.07556041584493191,0.10486021678144525
80128,2.145328968996182,0.1170717254281044,0.08885306119918823,2.4442155336146243e-05,0.09478610754013062,6.261019492270768,0.08152714507854282,0.07655763010669013,0.07755510454964223,0.11716740386803003,0.07775662688103833,0.10325431534791851
85136,2.137952871969901,0.09951530396938324,0.11518000811338425,0.00011869030277011916,0.127494215965271,9.667640457488632,0.0829679079477185,0.07621674026053325,0.09170766458308181,0.11368682383086903,0.0816573704725219,0.1064523127332736
90144,2.1499753730604425,0.12481831014156342,0.146769180893898,1.3275370292831212e-05,0.15040570497512817,2.4180233611394786,0.08280061549762996,0.07741990672199045,0.08036507175188862,0.11442384106078181,0.08432570468277967,0.10642324406946252
95152,2.1445607059868053,0.07656477391719818,0.06608150899410248,5.051853077020496e-05,0.09756781160831451,32.28791696378877,0.08456699435947206,0.0800570345748508,0.08541749261254764,0.10642025812192771,0.09350195758658231,0.08611272332815456
100160,2.2071376889944077,0.11035734415054321,0.1308116763830185,9.977989066101145e-07,0.13652846217155457,4.187278958709921,0.0846352819913343,0.07923456175452824,0.08797751452979004,0.10896545768269862,0.09459659747483495,0.08584407615058037
