step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,plan_value,plan_value_max,plan_std,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
2000,0,0.6996040344238281,2858.7599579055272,16,4.484263976337388,0.00021597952581942081,0.0,0.0,0.09842465323380538,-571.9046516418457,112.5625,0.0,0.1875,2.0284470096230507,,,,,,,,,,,,
4000,3000,85.86798524856567,46.58313559379589,33,504.0647000132594,183.39454400120303,0.0,125622.0,0.09842465323380538,-425.44157617742366,103.75757575757575,0.24242424242424243,0.3939393939393939,1.777452376755801,31.24988555908203,196.18992614746094,0.20273971557617188,1.7345079183578491,1.3506606817245483,0.7268203496932983,0.07606467604637146,4.96201229095459,8.36418628692627,6.369770050048828,181.08941650390625,-2.0447070598602295
6000,6000,177.49140548706055,33.8044537059988,54,517.7846690057777,185.28604198945686,0.0,250062.0,0.09747853342165863,-299.297673119439,96.53703703703704,0.6851851851851852,0.5,1.5824750816380535,-9.321142196655273,116.76486206054688,0.2775121033191681,1.47988760471344,1.3985309600830078,0.5444759726524353,0.06228305399417877,3.6767213344573975,8.547283172607422,4.727867603302002,227.10861206054688,-2.3662314414978027
8000,9000,267.56480073928833,29.899299077815158,77,506.40819902764633,181.95275199832395,0.0,373934.0,0.09747853342165863,-145.4541449546814,88.125,1.125,0.671875,1.3186877444386482,-3.8726797103881836,68.47615814208984,0.24829643964767456,1.4893913269042969,1.2890762090682983,0.418468177318573,0.052818603813648224,2.7880783081054688,10.117487907409668,4.178771018981934,234.77883911132812,0.1302124261856079
10000,12000,356.34955525398254,28.062333325693803,102,522.3196670121979,181.94491602480412,0.0,400000.0,0.09747853342165863,-75.09435206651688,86.125,1.40625,0.734375,1.1624183328822255,10.492459297180176,131.7077178955078,0.2585379481315613,1.5476605892181396,1.193877935409546,0.31468915939331055,0.0716264620423317,1.8533531427383423,9.40335464477539,3.0248138904571533,239.4642791748047,-5.680990219116211
12000,15000,452.19058632850647,26.53748300563308,127,521.6889270232059,182.56491201464087,0.0,400000.0,0.09723371206628376,-43.009321331977844,85.34375,1.59375,0.765625,1.1593300523236394,35.1624641418457,111.75189208984375,0.2837972640991211,1.2698001861572266,1.109529972076416,0.13236361742019653,0.04696586728096008,0.6511578559875488,9.886969566345215,1.7208222150802612,273.794921875,-0.35060691833496094
14000,18000,541.4168417453766,25.858079986702876,153,531.9708589813672,184.6632510132622,0.0,400000.0,0.09723371206628376,-42.61837637424469,80.640625,1.59375,0.84375,1.1355069717392325,17.939777374267578,98.9300308227539,0.2976951003074646,1.3340017795562744,1.1854524612426758,0.19493800401687622,0.08249787986278534,0.8573559522628784,11.231893539428711,1.9653103351593018,275.524658203125,-11.123775482177734
16000,21000,634.1073088645935,25.2323223156802,179,489.61375799262896,186.23455401393585,0.0,400000.0,0.09975406935049545,-21.782291531562805,73.578125,1.46875,0.890625,1.1366404946893454,-2.115690231323242,81.816162109375,0.2665513753890991,1.2545444965362549,1.1299939155578613,0.17401032149791718,0.08161279559135437,0.704531192779541,12.580349922180176,1.6172605752944946,271.32086181640625,-8.835445404052734
18000,24000,723.106458902359,24.892600222826303,207,546.4650070061907,180.7379240053706,0.0,400000.0,0.09975406935049545,-63.172818660736084,72.75,1.359375,0.90625,1.1258235340937972,15.936382293701172,116.95561218261719,0.2196870744228363,1.2753444910049438,1.2169106006622314,0.1534343808889389,0.06944186985492706,0.6404429078102112,10.500307083129883,1.5878777503967285,269.12799072265625,-6.727023124694824
20000,27000,813.5503187179565,24.583605389666925,234,531.9192449969705,180.63659500330687,0.0,400000.0,0.09975406935049545,-22.06900328397751,75.71875,1.5,0.828125,1.136599293909967,19.778045654296875,107.8565444946289,0.23533618450164795,1.1875157356262207,1.2302637100219727,0.30006226897239685,0.10688167065382004,1.4730021953582764,10.008719444274902,1.8047704696655273,273.3807678222656,-15.373483657836914
22000,30000,912.6804282665253,24.10482280395242,251,592.5070230150595,180.8055999863427,1.0,400000.0,0.09851321994932048,12.965050458908081,83.828125,1.71875,0.703125,1.160855246707797,125.07707214355469,209.29112243652344,0.2002006471157074,1.169472575187683,1.2409913539886475,0.3030983507633209,-0.0246898140758276,2.499384880065918,10.213277816772461,2.0067684650421143,294.4727478027344,20.188045501708984
24000,33000,1011.5788607597351,23.725288191545506,271,608.9655960095115,182.21808099769987,1.0,400000.0,0.09851321994932048,122.74778373539448,94.828125,2.0625,0.53125,1.1828552950173616,124.6971435546875,201.52813720703125,0.17418861389160156,1.2566003799438477,1.1851184368133545,0.27375921607017517,-0.013229590840637684,2.1882896423339844,13.586527824401855,1.9807476997375488,315.264892578125,19.228164672851562
26000,36000,1180.9666755199432,22.015862546293274,289,570.7792309985962,179.72862799069844,1.0,400000.0,0.09820831089824199,236.34933938086033,102.671875,2.390625,0.390625,1.168411660939455,117.58245849609375,208.205810546875,0.22604858875274658,1.326763391494751,1.3061776161193848,0.5649515390396118,-0.09382849931716919,5.023198127746582,10.807477951049805,2.506451368331909,307.55242919921875,44.452449798583984
28000,39000,1277.635856628418,21.91547760242878,308,597.6052570040338,184.55778100178577,1.0,400000.0,0.09820831089824199,286.11265666782856,110.421875,2.546875,0.28125,1.1906625553965569,158.55885314941406,230.3902587890625,0.18896335363388062,1.1029863357543945,1.2018296718597412,0.4233962893486023,-0.13825668394565582,4.282604217529297,8.266901969909668,2.3943419456481934,309.78204345703125,58.3917121887207
30000,42000,1374.3650135993958,21.82826229069339,325,597.071099007735,183.33597597666085,1.0,400000.0,0.09820831089824199,373.57259517908096,112.3125,2.765625,0.21875,1.1429674653336406,146.38839721679688,225.26837158203125,0.19859430193901062,1.3134881258010864,1.254701018333435,0.6213650703430176,-0.08350532501935959,5.374637126922607,9.969576835632324,2.338912010192871,310.165283203125,40.82182312011719
32000,45000,1474.1052420139313,21.708083716113382,342,566.9893219892401,183.06902298354544,1.0,400000.0,0.09909576200725782,381.3545225262642,113.15625,2.65625,0.171875,1.164804833009839,162.64454650878906,242.70672607421875,0.21682965755462646,1.3100279569625854,1.2594863176345825,0.6187905073165894,-0.10944846272468567,5.552822113037109,12.947699546813965,2.484097957611084,305.7716064453125,49.27289581298828
34000,48000,1570.4062459468842,21.650448785307482,358,595.9441189770587,182.17566300882027,1.0,400000.0,0.09909576200725782,396.19512313604355,115.65625,2.71875,0.125,1.1603467091917992,162.949951171875,217.3426513671875,0.2017054557800293,1.1661680936813354,1.2728474140167236,0.5203638076782227,-0.15759821236133575,5.169460773468018,13.416973114013672,2.228930711746216,311.6533508300781,67.19247436523438
36000,51000,1671.7676043510437,21.53409355840143,375,612.8805160115007,179.4127920002211,1.0,400000.0,0.09856185453793431,447.36948066949844,116.15625,2.921875,0.09375,1.109377303160727,165.389892578125,253.42227172851562,0.19280198216438293,1.1204334497451782,1.3223071098327637,0.38580018281936646,-0.16270160675048828,4.182326316833496,9.238804817199707,2.192875862121582,320.5654602050781,70.47779846191406
38000,54000,1768.9448585510254,21.481732353786587,392,580.5731489963364,174.3860270071309,1.0,400000.0,0.09856185453793431,469.54711306095123,113.96875,3.0625,0.125,1.0789442267268896,155.86712646484375,230.0325927734375,0.18586575984954834,0.9830619096755981,1.3007524013519287,0.45052042603492737,-0.16880664229393005,4.722369194030762,6.155632972717285,2.1359078884124756,320.0179443359375,70.22398376464844
