step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,dagger_exec_frac,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
52000,75000,359.04713797569275,144.82778025519414,1021,8.471710985759273,102.9859299887903,0.0,0.0,0.0,0.09842465323380538,-2523.4375,50.46875,0.0,1.0,1.9854859802871943,nan,nan,nan,nan,0.0,nan,nan,nan,nan
54000,78000,373.39976835250854,144.61712238937767,1062,9.702257986646146,106.14507499849424,0.0,0.0,0.0,0.09842465323380538,-2446.875,48.9375,0.0,1.0,2.0443338826298714,nan,nan,nan,nan,0.0,nan,nan,nan,nan
56000,81000,387.8839900493622,144.3730636907015,1101,9.942227974534035,104.14982098154724,0.0,0.0,0.0,0.09842465323380538,-2470.3125,49.40625,0.0,1.0,1.9994385028257966,nan,nan,nan,nan,0.0,nan,nan,nan,nan
58000,84000,402.1910572052002,144.21006872464613,1140,10.754768998594955,107.70339300506748,0.0,0.0,0.0,0.09842465323380538,-2577.34375,51.546875,0.0,1.0,1.9415102191269398,nan,nan,nan,nan,0.0,nan,nan,nan,nan
60000,87000,416.432501077652,144.08097313425552,1183,9.405774995684624,105.83070199936628,0.0,0.0,0.0,0.09842465323380538,-2538.28125,50.765625,0.0,1.0,1.9569742400199175,nan,nan,nan,nan,0.0,nan,nan,nan,nan
62000,90000,431.0869300365448,143.8225000111788,1220,5.264931998681277,111.11085000447929,0.0,0.0,0.0,0.09842465323380538,-2507.03125,50.140625,0.0,1.0,1.9062280366197228,nan,nan,nan,nan,0.0,nan,nan,nan,nan
64000,93000,445.51696014404297,143.65334145597453,1260,8.264978998340666,106.02841799845919,0.0,0.0,0.0,0.09842465323380538,-2528.125,50.5625,0.0,1.0,1.8883258532732725,nan,nan,nan,nan,0.0,nan,nan,nan,nan
66000,96000,459.9546432495117,143.49240945524483,1300,3.6791090096812695,107.13003401178867,0.0,0.0,0.0,0.09842465323380538,-2514.0625,50.28125,0.0,1.0,1.916531641036272,nan,nan,nan,nan,0.0,nan,nan,nan,nan
68000,99000,474.0186252593994,143.454278748621,1341,6.1088610091246665,106.29032901488245,0.0,0.0,0.0,0.09842465323380538,-2500.78125,50.015625,0.0,1.0,1.8760834448039532,nan,nan,nan,nan,0.0,nan,nan,nan,nan
70000,102000,488.09773993492126,143.413899046804,1379,7.140552013879642,111.46728400490247,0.0,0.0,0.0,0.09842465323380538,-2518.75,50.375,0.0,1.0,2.0027753114700317,nan,nan,nan,nan,0.0,nan,nan,nan,nan
72000,105000,502.6309971809387,143.24623909750875,1421,3.474426979664713,115.14314101077616,0.0,0.0,0.0,0.09842465323380538,-2441.40625,48.828125,0.0,1.0,1.9410104006528854,nan,nan,nan,nan,0.0,nan,nan,nan,nan
74000,108000,516.9257600307465,143.1540188587207,1464,7.5461559754330665,109.22838700935245,0.0,0.0,0.0,0.09842465323380538,-2438.28125,48.765625,0.0,1.0,1.918261599726975,nan,nan,nan,nan,0.0,nan,nan,nan,nan
76000,111000,531.4939136505127,142.99317084931718,1503,3.605494013754651,111.9094559981022,0.0,0.0,0.0,0.09842465323380538,-2482.03125,49.640625,0.0,1.0,1.9912132462486625,nan,nan,nan,nan,0.0,nan,nan,nan,nan
78000,114000,545.8532881736755,142.89553931418754,1542,6.491208012448624,106.24038500827737,0.0,0.0,0.0,0.09842465323380538,-2478.125,49.5625,0.0,1.0,1.993832416832447,nan,nan,nan,nan,0.0,nan,nan,nan,nan
80000,117000,560.1994822025299,142.80627266106157,1585,8.281928981887177,105.46951799187809,0.0,0.0,0.0,0.09842465323380538,-2440.625,48.8125,0.0,1.0,2.0082935905084014,nan,nan,nan,nan,0.0,nan,nan,nan,nan
82000,120000,574.5609505176544,142.7176697722349,1622,7.2014979959931225,109.790863993112,0.0,0.0,0.0,0.09842465323380538,-2465.625,49.3125,0.0,1.0,2.0686091212555766,nan,nan,nan,nan,0.0,nan,nan,nan,nan
84000,123000,588.9028809070587,142.6381203478218,1662,6.008146010572091,107.25264399661683,0.0,0.0,0.0,0.09842465323380538,-2541.40625,50.828125,0.0,1.0,2.0447120247408748,nan,nan,nan,nan,0.0,nan,nan,nan,nan
86000,126000,603.2544438838959,142.5600770486024,1702,3.6703669757116586,105.63816200010478,0.0,0.0,0.0,0.09842465323380538,-2498.4375,49.96875,0.0,1.0,2.049573017284274,nan,nan,nan,nan,0.0,nan,nan,nan,nan
88000,129000,617.4041068553925,142.53225565376945,1744,6.510549981612712,106.63247399497777,0.0,0.0,0.0,0.09842465323380538,-2486.71875,49.734375,0.0,1.0,1.9974292209371924,nan,nan,nan,nan,0.0,nan,nan,nan,nan
90000,132000,631.4732210636139,142.52385849143317,1784,3.5711749806068838,107.61297700810246,0.0,0.0,0.0,0.09842465323380538,-2529.6875,50.59375,0.0,1.0,1.9863170981407166,nan,nan,nan,nan,0.0,nan,nan,nan,nan
92000,135000,645.9980432987213,142.41529204982052,1823,3.6424740101210773,112.35770999337547,0.0,0.0,0.0,0.09842465323380538,-2522.65625,50.453125,0.0,1.0,2.0396280996501446,nan,nan,nan,nan,0.0,nan,nan,nan,nan
94000,138000,660.2791659832001,142.36402546493753,1862,3.528210974764079,112.27774000144564,0.0,0.0,0.0,0.09842465323380538,-2507.8125,50.15625,0.0,1.0,1.9022438256070018,nan,nan,nan,nan,0.0,nan,nan,nan,nan
96000,141000,674.7400271892548,142.27701949135056,1902,3.7133609876036644,109.49567801435478,0.0,0.0,0.0,0.09842465323380538,-2483.59375,49.671875,0.0,1.0,1.8676546216011047,nan,nan,nan,nan,0.0,nan,nan,nan,nan
98000,144000,689.1324164867401,142.20779295162595,1943,7.214742014184594,113.1426710053347,0.0,0.0,0.0,0.09842465323380538,-2492.1875,49.84375,0.0,1.0,2.059057407081127,nan,nan,nan,nan,0.0,nan,nan,nan,nan
100000,147000,703.2048420906067,142.20607426806538,1983,3.741586988326162,106.06264398666099,0.0,0.0,0.0,0.09842465323380538,-2493.75,49.875,0.0,1.0,2.0329913618043065,nan,nan,nan,nan,0.0,nan,nan,nan,nan
102000,150000,718.7360701560974,141.91579389893053,2025,3.8933820032980293,112.10817698156461,0.0,0.0,0.0,0.09842465323380538,-2470.3125,49.40625,0.0,1.0,1.9243479194119573,nan,nan,nan,nan,0.0,nan,nan,nan,nan
104000,153000,733.0616533756256,141.87074105035708,2062,3.7193389725871384,113.50802099332213,0.0,0.0,0.0,0.09842465323380538,-2502.34375,50.046875,0.0,1.0,1.8436853364109993,nan,nan,nan,nan,0.0,nan,nan,nan,nan
106000,156000,747.5398910045624,141.79845286591276,2105,6.570508994627744,109.31870900094509,0.0,0.0,0.0,0.09842465323380538,-2450.78125,49.015625,0.0,1.0,1.9571585170924664,nan,nan,nan,nan,0.0,nan,nan,nan,nan
108000,159000,761.698810338974,141.78832700544385,2145,10.14165100059472,115.37575197871774,0.0,0.0,0.0,0.09842465323380538,-2455.46875,49.109375,0.0,1.0,2.008655097335577,nan,nan,nan,nan,0.0,nan,nan,nan,nan
110000,162000,775.8943910598755,141.77187161997585,2185,3.5996809892822057,108.01466900738887,0.0,0.0,0.0,0.09842465323380538,-2538.28125,50.765625,0.0,1.0,1.9938376378268003,nan,nan,nan,nan,0.0,nan,nan,nan,nan
112000,165000,790.2851521968842,141.72099740031226,2225,3.6938480043318123,111.9759950088337,0.0,0.0,0.0,0.09842465323380538,-2478.125,49.5625,0.0,1.0,1.8799874735996127,nan,nan,nan,nan,0.0,nan,nan,nan,nan
114000,168000,804.5664174556732,141.69122340515872,2265,4.0784279990475625,107.10035098600201,0.0,0.0,0.0,0.09842465323380538,-2484.375,49.6875,0.0,1.0,1.9448182517662644,nan,nan,nan,nan,0.0,nan,nan,nan,nan
116000,171000,818.9972589015961,141.63661567753502,2305,3.648249985417351,111.0163560078945,0.0,0.0,0.0,0.09842465323380538,-2503.125,50.0625,0.0,1.0,1.9414174500852823,nan,nan,nan,nan,0.0,nan,nan,nan,nan
118000,174000,833.26806473732,141.61109130853157,2345,8.532509003998712,106.7411859985441,0.0,0.0,0.0,0.09842465323380538,-2500.78125,50.015625,0.0,1.0,2.04387872479856,nan,nan,nan,nan,0.0,nan,nan,nan,nan
120000,177000,847.3779554367065,141.61331343362187,2388,7.034348003799096,109.11669000051916,0.0,0.0,0.0,0.09842465323380538,-2471.09375,49.421875,0.0,1.0,2.113083832897246,nan,nan,nan,nan,0.0,nan,nan,nan,nan
122000,180000,861.9985139369965,141.53156650211696,2425,3.649468009825796,113.22090402245522,0.0,0.0,0.0,0.09842465323380538,-2506.25,50.125,0.0,1.0,2.0138354040682316,nan,nan,nan,nan,0.0,nan,nan,nan,nan
124000,183000,876.1480691432953,141.5285890217714,2467,7.083503995090723,109.18561898870394,0.0,0.0,0.0,0.09842465323380538,-2503.90625,50.078125,0.0,1.0,2.0879296576604247,nan,nan,nan,nan,0.0,nan,nan,nan,nan
126000,186000,890.5567429065704,141.48452752012776,2504,3.723688016179949,106.9591729901731,0.0,0.0,0.0,0.09842465323380538,-2461.71875,49.234375,0.0,1.0,1.9499178547412157,nan,nan,nan,nan,0.0,nan,nan,nan,nan
128000,189000,904.7316646575928,141.47841288217012,2550,6.833277991972864,109.90241600666195,0.0,0.0,0.0,0.09842465323380538,-2454.6875,49.09375,0.0,1.0,1.8511208835989237,nan,nan,nan,nan,0.0,nan,nan,nan,nan
130000,192000,918.776852607727,141.49246319280496,2587,3.5233919916208833,108.36023499723524,0.0,0.0,0.0,0.09842465323380538,-2450.78125,49.015625,0.0,1.0,1.884364526718855,nan,nan,nan,nan,0.0,nan,nan,nan,nan
132000,195000,933.1308031082153,141.45926761855264,2631,6.903695000801235,108.71905801468529,0.0,0.0,0.0,0.09842465323380538,-2467.1875,49.34375,0.0,1.0,1.958109530620277,nan,nan,nan,nan,0.0,nan,nan,nan,nan
134000,198000,947.3430926799774,141.4482261341263,2669,7.905706006567925,114.59166597342119,0.0,0.0,0.0,0.09842465323380538,-2465.625,49.3125,0.0,1.0,2.0639977660030127,nan,nan,nan,nan,0.0,nan,nan,nan,nan
136000,201000,961.7818305492401,141.40421006116858,2711,5.142982990946621,106.7591079918202,0.0,0.0,0.0,0.09842465323380538,-2483.59375,49.671875,0.0,1.0,2.029813135974109,nan,nan,nan,nan,0.0,nan,nan,nan,nan
138000,204000,976.030948638916,141.38895922556785,2751,3.9219419995788485,106.745292985579,0.0,0.0,0.0,0.09842465323380538,-2513.28125,50.265625,0.0,1.0,2.0644936840981245,nan,nan,nan,nan,0.0,nan,nan,nan,nan
140000,207000,990.1325082778931,141.39521612465555,2789,7.2188729827757925,108.59436300233938,0.0,0.0,0.0,0.09842465323380538,-2557.03125,51.140625,0.0,1.0,2.055703650228679,nan,nan,nan,nan,0.0,nan,nan,nan,nan
142000,210000,1004.5117819309235,141.3622045597518,2829,3.6190199898555875,107.95439599314705,0.0,0.0,0.0,0.09842465323380538,-2528.125,50.5625,0.0,1.0,2.0348925199359655,nan,nan,nan,nan,0.0,nan,nan,nan,nan
144000,213000,1018.6491265296936,141.36369064643026,2868,5.441023997263983,107.00411099242046,0.0,0.0,0.0,0.09842465323380538,-2497.65625,49.953125,0.0,1.0,2.0063623348250985,nan,nan,nan,nan,0.0,nan,nan,nan,nan
146000,216000,1032.9984257221222,141.33613020555964,2907,4.247986013069749,107.54875000566244,0.0,0.0,0.0,0.09842465323380538,-2520.3125,50.40625,0.0,1.0,2.0950355110689998,nan,nan,nan,nan,0.0,nan,nan,nan,nan
148000,219000,1047.0507769584656,141.34940086661229,2947,6.180166004924104,105.44203800964169,0.0,0.0,0.0,0.09842465323380538,-2500.0,50.0,0.0,1.0,2.0288898311555386,nan,nan,nan,nan,0.0,nan,nan,nan,nan
150000,222000,1061.176232099533,141.35258165670143,2989,7.230604998767376,107.67881499486975,0.0,0.0,0.0,0.09842465323380538,-2480.46875,49.609375,0.0,1.0,2.0075167445465922,nan,nan,nan,nan,0.0,nan,nan,nan,nan
