step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,plan_value,plan_value_max,plan_std,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
2000,0,0.5262162685394287,3800.7186770398043,16,3.1677259830757976,0.00020099105313420296,0.0,0.0,0.09842465323380538,-559.5030517578125,112.5,0.0,0.1875,2.0245533660054207,,,,,,,,,,,,
4000,3000,46.766610860824585,85.53110705207669,34,247.5095730042085,118.0882320040837,0.0,125138.0,0.09842465323380538,-413.6096823636223,103.5,0.38235294117647056,0.4411764705882353,1.776920266011182,33.05021667480469,97.08091735839844,0.21401835978031158,1.6522915363311768,1.7970774173736572,2.984943151473999,0.10905103385448456,1.437946081161499,11.159855842590332,14.44144344329834,212.15496826171875,-1.6847407817840576
6000,6000,97.11736345291138,61.78091936061648,52,267.4515040125698,120.42159502743743,0.0,251034.0,0.09891139124313399,-328.6362789227412,102.86538461538461,0.6538461538461539,0.46153846153846156,1.6026208733136837,33.233062744140625,130.12142944335938,0.2619113326072693,1.5872522592544556,1.6627898216247559,2.908210039138794,0.18723519146442413,1.360487461090088,10.087104797363281,12.25192642211914,230.3669891357422,-21.068164825439453
8000,9000,145.61002278327942,54.941272908849854,74,395.3815489949193,119.56438899505883,0.0,375411.0,0.09891139124313399,-176.62787133455276,97.421875,1.046875,0.578125,1.380441477522254,21.924209594726562,107.3373794555664,0.21882936358451843,1.3840980529785156,1.5535885095596313,2.703310966491699,0.16763357818126678,1.267838716506958,10.593125343322754,10.707633018493652,242.0388641357422,-18.690845489501953
10000,12000,194.37872457504272,51.445959540388664,94,259.6270909998566,110.63633800949901,0.0,400000.0,0.09891139124313399,-58.309556901454926,94.578125,1.328125,0.609375,1.2297552451491356,28.382701873779297,87.21665954589844,0.23748883605003357,1.2760257720947266,1.4305943250656128,2.45732045173645,0.1589929759502411,1.1491637229919434,16.218732833862305,9.171792030334473,242.2970733642578,-18.096485137939453
12000,15000,245.2827332019806,48.92313390082161,117,265.4201870027464,119.10379599430598,0.0,400000.0,0.09902153954300866,23.115779355168343,92.625,1.59375,0.65625,1.2060849973931909,19.092323303222656,117.13106536865234,0.24088606238365173,1.2498388290405273,1.31871497631073,2.0478479862213135,0.1938590407371521,0.9269944429397583,9.913314819335938,8.24991512298584,247.3988494873047,-27.14697265625
14000,18000,294.3934540748596,47.55540521101403,140,266.06968298438005,116.49164100526832,0.0,400000.0,0.09902153954300866,20.25184290111065,88.59375,1.5625,0.6875,1.2309570545330644,24.46523666381836,109.71668243408203,0.1920035481452942,1.1041035652160645,1.2943716049194336,2.129437208175659,0.1560463309288025,0.986695408821106,7.287628650665283,7.39219331741333,253.6128387451172,-16.86966323852539
16000,21000,345.55343747138977,46.30253461543043,161,273.0092689744197,118.13049198826775,0.0,400000.0,0.10187526680926602,11.359609350562096,89.21875,1.546875,0.65625,1.2081145141273737,23.83168601989746,107.58187103271484,0.215010404586792,1.2193468809127808,1.2042443752288818,1.9135581254959106,0.18924066424369812,0.8621587157249451,9.150875091552734,6.670865535736084,257.2954406738281,-28.207157135009766
18000,24000,393.55835580825806,45.736546396107045,184,264.965915994253,118.68110299110413,0.0,400000.0,0.10187526680926602,-4.140416920185089,86.203125,1.453125,0.703125,1.1657499158754945,23.104724884033203,112.83380126953125,0.22177806496620178,1.2589174509048462,1.2779645919799805,2.0845093727111816,0.20535966753959656,0.9395748376846313,10.688947677612305,6.760849475860596,250.63856506347656,-29.367403030395508
20000,27000,443.0722482204437,45.139365149426624,209,270.6694339867681,117.9454349912703,0.0,400000.0,0.10187526680926602,26.97652631998062,89.5625,1.59375,0.703125,1.1810092004016042,28.414628982543945,73.50545501708984,0.25708016753196716,1.2967557907104492,1.289292812347412,2.3580737113952637,0.15415719151496887,1.1019582748413086,10.84583854675293,6.328925609588623,246.9838104248047,-16.897415161132812
22000,30000,496.3626663684845,44.32243093735795,226,281.99731098720804,111.18875298416242,1.0,400000.0,0.10332900478397876,49.464091062545776,93.703125,1.75,0.625,1.1477913819253445,103.70361328125,200.33529663085938,0.19325008988380432,1.2598259449005127,1.3897889852523804,2.561243772506714,0.08783433586359024,1.236704707145691,15.371201515197754,6.9511189460754395,286.7958679199219,-0.5989817380905151
24000,33000,547.7828876972198,43.81297871660734,243,292.0202150125988,117.86820998531766,1.0,400000.0,0.10332900478397876,150.10718661546707,100.140625,2.0625,0.5,1.1619785306975245,109.33984375,234.78680419921875,0.17892199754714966,1.1778497695922852,1.432287335395813,3.1318297386169434,0.0070257969200611115,1.5624020099639893,9.270059585571289,7.177554607391357,319.77215576171875,25.089599609375
26000,36000,634.2194814682007,40.99527176271961,259,287.0014189975336,117.0809050090611,1.0,400000.0,0.10118184438542142,201.78463596105576,106.40625,2.328125,0.390625,1.1356315203011036,124.78939819335938,194.79412841796875,0.17973247170448303,1.1597460508346558,1.4480949640274048,4.091272354125977,-0.09200774133205414,2.091639995574951,9.380217552185059,7.822651386260986,311.8906555175781,54.53489685058594
28000,39000,686.1840076446533,40.80538119229974,276,290.7181140035391,112.20512801082805,1.0,400000.0,0.10118184438542142,286.9992926120758,114.65625,2.6875,0.21875,1.0784641299396753,102.13542938232422,188.93304443359375,0.14967456459999084,1.2214784622192383,1.4136990308761597,3.5433943271636963,-0.06902063637971878,1.806207537651062,13.723093032836914,6.977546691894531,313.5849304199219,47.607154846191406
30000,42000,737.7586984634399,40.663702186747805,293,284.18234598939307,117.1075849852059,1.0,400000.0,0.10118184438542142,299.4987441301346,115.546875,2.625,0.1875,1.1050546886399388,112.92803955078125,248.95806884765625,0.22293446958065033,1.1437921524047852,1.4685720205307007,3.550128221511841,-0.10490483790636063,1.8275165557861328,7.684595584869385,6.975767612457275,295.8764343261719,56.25456237792969
32000,45000,791.8604998588562,40.41115828571293,311,283.5598300152924,115.75796501711011,1.0,400000.0,0.10017378075547871,298.1285683810711,113.484375,2.65625,0.1875,1.0944876773282886,129.022216796875,181.30758666992188,0.14024364948272705,1.2166709899902344,1.4653196334838867,3.7512447834014893,-0.13294291496276855,1.942093849182129,9.216903686523438,6.8526997566223145,290.6259765625,60.89884567260742
34000,48000,844.0101234912872,40.28387699824904,327,363.68459099321626,116.47766499663703,1.0,400000.0,0.10017378075547871,323.61676600575447,113.53125,2.671875,0.1875,1.1130783092230558,123.607421875,199.54254150390625,0.1765994429588318,1.2849682569503784,1.4386539459228516,3.7524566650390625,-0.13655032217502594,1.9445035457611084,13.226916313171387,6.914058208465576,277.0566101074219,62.3203125
36000,51000,897.5530924797058,40.109047923328255,345,278.2272470067255,117.66966900904663,1.0,400000.0,0.09793736474994341,328.0989413559437,113.578125,2.671875,0.1875,1.1129194516688585,127.97038269042969,195.87152099609375,0.1547688990831375,1.181047797203064,1.3901114463806152,3.2715258598327637,-0.17619265615940094,1.7238593101501465,9.471911430358887,6.705124855041504,275.7364501953125,71.4261474609375
