step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,dagger_exec_frac,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,plan_value,plan_value_max,plan_std,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
2000,0,0.6935610771179199,2883.6681670646262,16,4.301631008274853,0.0002220040187239647,0.0,0.0,0.0,0.09842465323380538,-585.9279193878174,107.9375,0.0,0.3125,2.050792157649994,,,,,,,,,,,,
4000,3000,51.309685468673706,77.95799103937472,36,240.29424402397126,146.13510703202337,0.0,0.0,124472.0,0.09842465323380538,-385.54697614245947,93.0,0.3055555555555556,0.5555555555555556,1.8116900440719392,23.6633358001709,124.82347869873047,0.21438497304916382,1.6916450262069702,1.4259873628616333,0.7965270280838013,0.06382245570421219,5.586872577667236,7.514614582061768,5.796785354614258,207.9417266845703,0.01555401086807251
6000,6000,106.13269400596619,56.533003860834,57,272.39105198532343,152.52947999397293,0.0,0.0,248560.0,0.09660049375030692,-262.76733602557266,90.0,0.7719298245614035,0.6491228070175439,1.5503172477086384,26.472122192382812,98.1229476928711,0.2833350896835327,1.4740339517593384,1.550619125366211,0.43798983097076416,0.018008943647146225,3.2023544311523438,7.743771076202393,4.4191508293151855,262.1242370605469,9.73796272277832
8000,9000,161.01384139060974,49.68516949168667,81,262.84754794323817,181.7072500125505,0.0,0.0,372408.0,0.09660049375030692,-73.50338897109032,86.046875,1.34375,0.75,1.265176199376583,30.831523895263672,114.09251403808594,0.22178202867507935,1.4293586015701294,1.2964081764221191,0.22159165143966675,-0.04356958717107773,2.0218546390533447,12.139503479003906,3.361257553100586,251.7894287109375,21.28754997253418
10000,12000,214.7328498363495,46.56949324530979,106,270.31624800292775,157.51113201258704,0.0,0.0,400000.0,0.09660049375030692,20.160245180130005,86.5625,1.6875,0.78125,1.1195375686511397,7.514171123504639,104.67135620117188,0.21608635783195496,1.3017855882644653,1.3562878370285034,0.29345473647117615,0.0014833854511380196,2.2262816429138184,9.622607231140137,2.5976719856262207,247.29354858398438,11.9083251953125
12000,15000,270.545095205307,44.35489762212702,131,258.22947797132656,260.0948080071248,0.0,0.0,400000.0,0.0981698709448618,36.88701140880585,80.8125,1.609375,0.859375,1.161563933826983,-7.563804626464844,102.76426696777344,0.237626314163208,1.2965902090072632,1.2645145654678345,0.2579147219657898,0.04770525544881821,1.6028473377227783,12.357754707336426,2.2252137660980225,277.1583251953125,-1.8407368659973145
14000,18000,324.0288281440735,43.2060322539424,159,268.9528049668297,147.1638079965487,0.0,0.0,400000.0,0.0981698709448618,3.608339846134186,78.515625,1.421875,0.875,1.214124197140336,34.2019157409668,85.42962646484375,0.2765422463417053,1.284893274307251,1.1614861488342285,0.11885643750429153,0.0021606958471238613,0.8898050785064697,9.383395195007324,1.692574381828308,283.552978515625,12.707386016845703
16000,21000,379.6783003807068,42.14093874724117,182,265.9365709987469,151.9202580093406,0.0,0.0,400000.0,0.10075419967702641,-7.118974268436432,76.90625,1.34375,0.84375,1.216388781554997,14.888821601867676,122.55119323730469,0.22409524023532867,1.3270448446273804,1.2184185981750488,0.14438384771347046,0.016430264338850975,0.9756461381912231,11.19285774230957,1.5189348459243774,289.98089599609375,7.878534317016602
18000,24000,432.9965226650238,41.57077264550048,211,265.4514809837565,186.4369119866751,0.0,0.0,400000.0,0.10075419967702641,32.072701811790466,75.953125,1.59375,0.828125,1.1858453070744872,8.646234512329102,90.6527099609375,0.2302570790052414,1.2162412405014038,1.1459438800811768,0.09198694676160812,-0.01220906525850296,0.79449462890625,11.380128860473633,1.7553035020828247,286.96124267578125,15.63782024383545
20000,27000,486.55405378341675,41.105402050360354,238,261.2368739792146,150.8339440333657,0.0,0.0,400000.0,0.10075419967702641,39.89312571287155,74.34375,1.609375,0.828125,1.192455966025591,7.917137145996094,94.2363052368164,0.275331974029541,1.277415156364441,1.1575108766555786,0.1269536316394806,-0.014988472685217857,1.0823085308074951,10.616133689880371,1.1993273496627808,294.6260070800781,16.06001091003418
22000,30000,544.4736413955688,40.40599641079162,255,281.9606619887054,156.33190801599994,1.0,0.0,400000.0,0.10189070060998083,50.86024457216263,76.828125,1.640625,0.78125,1.1873135771602392,95.20053100585938,197.4775390625,0.2478167712688446,1.2732536792755127,1.2723405361175537,0.32657599449157715,-0.005731008015573025,2.533841133117676,9.025662422180176,1.754601240158081,300.1910705566406,14.187744140625
24000,33000,600.666689157486,39.955603387401354,275,285.26489302748814,149.73534300224856,1.0,0.0,400000.0,0.10189070060998083,126.8102639913559,91.671875,2.0,0.578125,1.1583939604461193,126.51161193847656,238.56558227539062,0.17378367483615875,1.1712216138839722,1.3060165643692017,0.3697982728481293,-0.06269162148237228,3.2977356910705566,11.423808097839355,1.8768341541290283,314.71551513671875,33.65467834472656
26000,36000,691.7538044452667,37.58562632098568,292,267.4840069958009,190.16754295444116,1.0,0.0,400000.0,0.1013839228867432,175.97840136289597,101.078125,2.1875,0.40625,1.1618667840957642,142.27503967285156,278.376220703125,0.19183170795440674,1.2213324308395386,1.3388516902923584,0.6136654019355774,-0.10471402853727341,5.4776434898376465,8.026893615722656,2.34151029586792,302.26043701171875,47.59462356567383
28000,39000,746.9967641830444,37.48342876775684,310,276.4829769730568,151.11714700469747,1.0,0.0,400000.0,0.1013839228867432,275.0082218647003,112.28125,2.5625,0.234375,1.134093082509935,133.9199981689453,214.74057006835938,0.1523583084344864,1.2303451299667358,1.394017219543457,0.5229457020759583,-0.12855535745620728,4.967695713043213,10.074071884155273,2.463926315307617,303.24176025390625,55.303768157958984
30000,42000,802.2596912384033,37.39437532214872,327,278.76215300057083,279.04082101304084,1.0,0.0,400000.0,0.1013839228867432,336.01012140512466,113.453125,2.625,0.203125,1.188257621601224,112.531982421875,214.00192260742188,0.19024059176445007,1.2939941883087158,1.2980523109436035,0.5706883072853088,-0.08851809054613113,5.026449203491211,9.022648811340332,2.222681760787964,293.4737243652344,41.33900833129883
32000,45000,860.4686105251312,37.18903816894712,344,276.7198469955474,153.25280802790076,1.0,0.0,400000.0,0.09963803433849866,349.6509541273117,115.421875,2.671875,0.15625,1.1567757949233055,103.4375991821289,175.9791717529297,0.2009972333908081,1.1534894704818726,1.2832293510437012,0.6867499351501465,-0.10717972368001938,6.053713798522949,10.89847469329834,2.5544657707214355,289.7023620605469,44.62807083129883
34000,48000,914.8351228237152,37.16516687187977,361,277.2188420058228,178.23035299079493,1.0,0.0,400000.0,0.09963803433849866,364.07487428188324,115.03125,2.671875,0.171875,1.1673617884516716,162.127685546875,235.00152587890625,0.1718178391456604,1.1911814212799072,1.2150951623916626,0.5622444152832031,-0.1352856457233429,5.318666934967041,8.295050621032715,2.471409559249878,299.003662109375,57.451698303222656
36000,51000,973.6549677848816,36.97408341879257,377,275.80829901853576,193.82396602304652,1.0,0.0,400000.0,0.09947480535592564,386.5563608407974,116.53125,2.796875,0.125,1.1724016554653645,133.248779296875,207.58743286132812,0.1775052398443222,1.1446292400360107,1.224485158920288,0.4522024691104889,-0.17562422156333923,4.787178993225098,9.101805686950684,2.0015149116516113,292.6540832519531,67.01944732666016
38000,54000,1028.9661202430725,36.930273264024734,394,281.3979799975641,153.76296098111197,1.0,0.0,400000.0,0.09947480535592564,419.2544774413109,117.90625,2.96875,0.078125,1.1480317311361432,156.22500610351562,208.79454040527344,0.1595243662595749,1.1323109865188599,1.3754346370697021,0.5744423866271973,-0.1540871411561966,5.555037975311279,9.783169746398926,2.3800933361053467,292.9520263671875,60.73606491088867
40000,57000,1084.0541546344757,36.898525621616486,412,275.8853010018356,173.97136701038107,1.0,0.0,400000.0,0.09947480535592564,460.09734812378883,117.46875,3.0625,0.0625,1.136008694767952,139.38504028320312,230.50338745117188,0.1968468725681305,1.2196000814437866,1.3017479181289673,0.532985270023346,-0.18698668479919434,5.489786624908447,10.301308631896973,2.2438695430755615,293.280517578125,68.0985107421875
42000,60000,1142.3668353557587,36.76577321760243,429,273.3097719610669,150.53810505196452,1.0,0.0,400000.0,0.09618537673606126,467.0711016654968,117.65625,3.03125,0.046875,1.154745795764029,166.72084045410156,227.76065063476562,0.25610578060150146,1.0673373937606812,1.238095760345459,0.37153688073158264,-0.19669607281684875,4.3327765464782715,7.948578834533691,2.1046273708343506,293.6263122558594,74.12791442871094
44000,63000,1196.7024142742157,36.767703879569275,447,277.02961600152776,146.59060904523358,1.0,0.0,400000.0,0.09618537673606126,469.4755618572235,117.65625,3.0,0.0625,1.1267375582829118,128.7558135986328,188.21961975097656,0.21271759271621704,1.1311930418014526,1.205280065536499,0.378252238035202,-0.21021756529808044,4.487082481384277,8.249565124511719,2.1153903007507324,294.8905029296875,78.1015853881836
