step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,dagger_exec_frac,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,plan_value,plan_value_max,plan_std,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
2000,0,0.5020370483398438,3983.769736942085,16,3.055439001400373,0.00014199940778780729,0.0,0.0,0.0,0.09842465323380538,-565.1781234741211,114.5625,0.0,0.1875,2.0386651381850243,,,,,,,,,,,,
4000,3000,37.84260010719299,105.70098219122353,36,201.67731099900266,94.53063099863357,0.0,0.0,124472.0,0.09842465323380538,-371.5192347632514,99.08333333333333,0.4444444444444444,0.5277777777777778,1.7510842515362635,41.75538635253906,116.73054504394531,0.18945541977882385,1.6814556121826172,1.4297595024108887,0.9262041449546814,0.08238973468542099,6.434085369110107,9.028709411621094,8.487157821655273,187.27749633789062,-3.0359392166137695
6000,6000,78.37198734283447,76.55796673565632,55,220.84067200012214,94.86812900104269,0.0,0.0,249032.0,0.09403531184534161,-294.0623232754794,93.34545454545454,0.6545454545454545,0.6363636363636364,1.6107471195134249,15.446256637573242,83.41004943847656,0.23859132826328278,1.454766035079956,1.4228432178497314,0.47321128845214844,0.06592567265033722,3.105553150177002,9.969770431518555,4.148131370544434,230.18788146972656,-3.8527274131774902
8000,9000,117.35952734947205,68.16660036622062,78,219.17511799983913,94.4662950005295,0.0,0.0,372344.0,0.09403531184534161,-86.10815060138702,87.5625,1.34375,0.796875,1.3333309879526496,40.0788688659668,124.45198059082031,0.2726284861564636,1.4106485843658447,1.367558240890503,0.49276548624038696,0.007976269349455833,3.6965179443359375,7.443850517272949,3.3886053562164307,251.08316040039062,11.663131713867188
10000,12000,156.44160723686218,63.92161379970603,101,215.90033900065464,94.66059999977006,0.0,0.0,400000.0,0.09403531184534161,22.232652842998505,85.765625,1.796875,0.84375,1.1726717054843903,20.304031372070312,125.45039367675781,0.22051799297332764,1.2273962497711182,1.3502261638641357,0.3143032491207123,0.013121349737048149,2.2965121269226074,8.695611953735352,2.8660571575164795,270.50738525390625,9.722417831420898
12000,15000,198.25835609436035,60.527083127273805,126,223.05820099973062,95.34397600145894,0.0,0.0,400000.0,0.09547455792060458,129.72918897867203,88.46875,2.09375,0.78125,1.0962035935372114,25.054393768310547,88.1031494140625,0.23455014824867249,1.2892515659332275,1.263439655303955,0.1794384866952896,-0.004864692687988281,1.4053118228912354,12.287763595581055,2.076275110244751,279.4571838378906,14.19002914428711
14000,18000,237.75548720359802,58.88402477967345,148,219.83278599873302,89.21164800085535,0.0,0.0,400000.0,0.09547455792060458,101.12786191701889,84.96875,1.90625,0.796875,1.1231356337666512,10.529258728027344,65.0462417602539,0.23286642134189606,1.2664363384246826,1.2297264337539673,0.17310164868831635,-0.003688707947731018,1.3480265140533447,10.720616340637207,1.956878423690796,292.98944091796875,15.334983825683594
16000,21000,279.2153058052063,57.30344887025051,170,216.60790799978713,89.46421400105464,0.0,0.0,400000.0,0.09769114545476092,96.10449385643005,87.78125,1.921875,0.75,1.1375558972358704,40.936309814453125,105.79866027832031,0.28981757164001465,1.2173751592636108,1.1493229866027832,0.14867201447486877,-0.0496322363615036,1.5120699405670166,11.405481338500977,1.834468960762024,296.4813537597656,26.310428619384766
18000,24000,318.02579641342163,56.59918221413924,192,225.14339100052894,96.28675799831399,0.0,0.0,400000.0,0.09769114545476092,86.10534220933914,88.8125,2.0625,0.78125,1.135880634188652,41.14604568481445,126.70462036132812,0.2520541846752167,1.2244266271591187,1.2008538246154785,0.1307324469089508,-0.010954034514725208,1.0803594589233398,11.086769104003906,1.667554259300232,310.6966552734375,16.1535701751709
20000,27000,357.335816860199,55.969760254468504,216,225.59439200085762,92.75771499960683,0.0,0.0,400000.0,0.09769114545476092,104.66583293676376,91.921875,2.234375,0.78125,1.1022255448624492,25.934904098510742,100.66387939453125,0.22728124260902405,1.1009992361068726,1.0722954273223877,0.16178640723228455,-0.05474730208516121,1.6510696411132812,9.395140647888184,1.6840819120407104,313.5856628417969,31.13577651977539
