step,updates,wall_time,env_steps_per_s,episodes,collect_ms,learn_ms,terminal_value_on,dagger_exec_frac,sim_buffer,param_err_mean,episode_reward,episode_length,goals_reached,dropped,mean_angle,value_loss,reward_loss,pi_loss,pi_loss_q,pi_loss_prior,grad_norm,pi_grad_norm,q_scale,td_target_mean
52000,75000,297.43160033226013,174.83011200528432,1022,3.7390500074252486,86.07702198787592,0.0,0.0,0.0,0.09842465323380538,-2457.03125,49.140625,0.0,1.0,1.8764574844390154,nan,nan,nan,nan,0.0,nan,nan,nan,nan
54000,78000,309.13366532325745,174.68171880772945,1065,6.722804013406858,88.14042998710647,0.0,0.0,0.0,0.09842465323380538,-2482.03125,49.640625,0.0,1.0,2.055871356278658,nan,nan,nan,nan,0.0,nan,nan,nan,nan
56000,81000,320.9864933490753,174.46216946922922,1103,3.5296120040584356,93.25821601669304,0.0,0.0,0.0,0.09842465323380538,-2476.5625,49.53125,0.0,1.0,2.038871564902365,nan,nan,nan,nan,0.0,nan,nan,nan,nan
58000,84000,332.7257149219513,174.31775603399117,1143,3.5642140137497336,86.76221000496298,0.0,0.0,0.0,0.09842465323380538,-2511.71875,50.234375,0.0,1.0,1.9711181428283453,nan,nan,nan,nan,0.0,nan,nan,nan,nan
60000,87000,344.5329382419586,174.14880651516458,1181,3.567283012671396,93.26697600772604,0.0,0.0,0.0,0.09842465323380538,-2548.4375,50.96875,0.0,1.0,1.9390091840177774,nan,nan,nan,nan,0.0,nan,nan,nan,nan
62000,90000,356.53394198417664,173.8964869794967,1222,6.540836009662598,89.87207000609487,0.0,0.0,0.0,0.09842465323380538,-2510.9375,50.21875,0.0,1.0,1.9119334407150745,nan,nan,nan,nan,0.0,nan,nan,nan,nan
64000,93000,368.1425998210907,173.8456783624134,1263,3.567787993233651,90.21523699630052,0.0,0.0,0.0,0.09842465323380538,-2541.40625,50.828125,0.0,1.0,1.8369688726961613,nan,nan,nan,nan,0.0,nan,nan,nan,nan
66000,96000,380.14807057380676,173.6165592012019,1302,3.534270013915375,88.49608502350748,0.0,0.0,0.0,0.09842465323380538,-2509.375,50.1875,0.0,1.0,1.9814444072544575,nan,nan,nan,nan,0.0,nan,nan,nan,nan
68000,99000,391.828679561615,173.5452343000508,1341,3.598541981773451,92.10990701103583,0.0,0.0,0.0,0.09842465323380538,-2556.25,51.125,0.0,1.0,1.9851407343521714,nan,nan,nan,nan,0.0,nan,nan,nan,nan
70000,102000,403.7211172580719,173.3870164518882,1380,3.539550001733005,92.97778600011952,0.0,0.0,0.0,0.09842465323380538,-2540.625,50.8125,0.0,1.0,1.9385383622720838,nan,nan,nan,nan,0.0,nan,nan,nan,nan
72000,105000,415.674635887146,173.21239686981457,1421,3.6128879874013364,93.30424800282344,0.0,0.0,0.0,0.09842465323380538,-2457.03125,49.140625,0.0,1.0,1.9801455615088344,nan,nan,nan,nan,0.0,nan,nan,nan,nan
74000,108000,427.62584018707275,173.04847613424704,1463,6.648351001786068,94.01438201894052,0.0,0.0,0.0,0.09842465323380538,-2412.5,48.25,0.0,1.0,1.9650794062763453,nan,nan,nan,nan,0.0,nan,nan,nan,nan
76000,111000,439.6077206134796,172.8814041162443,1502,3.573861002223566,85.66205902025104,0.0,0.0,0.0,0.09842465323380538,-2409.375,48.1875,0.0,1.0,1.9519024509936571,nan,nan,nan,nan,0.0,nan,nan,nan,nan
78000,114000,451.36035084724426,172.8109255799428,1543,3.5253289970569313,89.55975700519048,0.0,0.0,0.0,0.09842465323380538,-2481.25,49.625,0.0,1.0,1.9440052062273026,nan,nan,nan,nan,0.0,nan,nan,nan,nan
80000,117000,462.921993970871,172.81529294767952,1583,6.917660008184612,86.52474300470203,0.0,0.0,0.0,0.09842465323380538,-2493.75,49.875,0.0,1.0,1.9174159616231918,nan,nan,nan,nan,0.0,nan,nan,nan,nan
82000,120000,475.01803398132324,172.62502501794296,1625,7.101165014319122,90.93688800930977,0.0,0.0,0.0,0.09842465323380538,-2481.25,49.625,0.0,1.0,2.0112282019108534,nan,nan,nan,nan,0.0,nan,nan,nan,nan
84000,123000,487.0214240550995,172.47701199792928,1661,3.562466998118907,91.67044900823385,0.0,0.0,0.0,0.09842465323380538,-2614.84375,52.296875,0.0,1.0,2.075556630268693,nan,nan,nan,nan,0.0,nan,nan,nan,nan
86000,126000,499.1314630508423,172.2992966108408,1704,3.5115999926347286,87.14799501467496,0.0,0.0,0.0,0.09842465323380538,-2532.03125,50.640625,0.0,1.0,2.032198593020439,nan,nan,nan,nan,0.0,nan,nan,nan,nan
88000,129000,511.2293200492859,172.1341021510977,1743,3.568413987522945,93.54041202459484,0.0,0.0,0.0,0.09842465323380538,-2462.5,49.25,0.0,1.0,2.0714264484122396,nan,nan,nan,nan,0.0,nan,nan,nan,nan
90000,132000,523.1406717300415,172.03785685859094,1781,3.6151859967503697,95.65832998487167,0.0,0.0,0.0,0.09842465323380538,-2493.75,49.875,0.0,1.0,2.1334905670955777,nan,nan,nan,nan,0.0,nan,nan,nan,nan
92000,135000,535.3462886810303,171.8513828248754,1822,6.9551250198856,89.42810300504789,0.0,0.0,0.0,0.09842465323380538,-2511.71875,50.234375,0.0,1.0,2.0724296141415834,nan,nan,nan,nan,0.0,nan,nan,nan,nan
94000,138000,547.1521713733673,171.7986419830106,1865,3.6323069944046438,88.03391401306726,0.0,0.0,0.0,0.09842465323380538,-2456.25,49.125,0.0,1.0,1.983904916793108,nan,nan,nan,nan,0.0,nan,nan,nan,nan
96000,141000,558.9441339969635,171.752406297767,1903,3.5706799826584756,86.55977601301856,0.0,0.0,0.0,0.09842465323380538,-2469.53125,49.390625,0.0,1.0,1.879356482066214,nan,nan,nan,nan,0.0,nan,nan,nan,nan
98000,144000,570.6237571239471,171.74188557086853,1946,3.676259977510199,93.83490899926983,0.0,0.0,0.0,0.09842465323380538,-2505.46875,50.109375,0.0,1.0,1.9248660933226347,nan,nan,nan,nan,0.0,nan,nan,nan,nan
100000,147000,582.2520086765289,171.74693862766074,1983,6.996961019467562,93.08782001608051,0.0,0.0,0.0,0.09842465323380538,-2475.0,49.5,0.0,1.0,2.0951323229819536,nan,nan,nan,nan,0.0,nan,nan,nan,nan
102000,150000,595.1041970252991,171.39855593332973,2025,3.6450060142669827,94.1595999756828,0.0,0.0,0.0,0.09842465323380538,-2464.0625,49.28125,0.0,1.0,1.9715671325102448,nan,nan,nan,nan,0.0,nan,nan,nan,nan
104000,153000,607.0731840133667,171.31377688675852,2064,3.5919719957746565,88.86745900963433,0.0,0.0,0.0,0.09842465323380538,-2480.46875,49.609375,0.0,1.0,1.912603447213769,nan,nan,nan,nan,0.0,nan,nan,nan,nan
106000,156000,619.233062505722,171.17949027313202,2106,3.4341700084041804,93.01297101774253,0.0,0.0,0.0,0.09842465323380538,-2516.40625,50.328125,0.0,1.0,1.9485550094395876,nan,nan,nan,nan,0.0,nan,nan,nan,nan
108000,159000,631.1007113456726,171.12958052244247,2143,3.495598997687921,88.67577702039853,0.0,0.0,0.0,0.09842465323380538,-2445.3125,48.90625,0.0,1.0,2.0476926397532225,nan,nan,nan,nan,0.0,nan,nan,nan,nan
110000,162000,642.7402493953705,171.14223063434667,2186,3.5281780001241714,86.51824900880456,0.0,0.0,0.0,0.09842465323380538,-2543.75,50.875,0.0,1.0,2.0911664189770818,nan,nan,nan,nan,0.0,nan,nan,nan,nan
112000,165000,654.6371426582336,171.08714538440393,2223,6.633265991695225,91.46992900059558,0.0,0.0,0.0,0.09842465323380538,-2532.03125,50.640625,0.0,1.0,2.014562865719199,nan,nan,nan,nan,0.0,nan,nan,nan,nan
114000,168000,666.5185217857361,171.0380076079075,2266,3.4946289961226285,87.18138001859188,0.0,0.0,0.0,0.09842465323380538,-2482.03125,49.640625,0.0,1.0,1.856459059752524,nan,nan,nan,nan,0.0,nan,nan,nan,nan
116000,171000,678.4951689243317,170.9665820965289,2306,3.5485590051393956,93.47763899131678,0.0,0.0,0.0,0.09842465323380538,-2450.78125,49.015625,0.0,1.0,1.9086792841553688,nan,nan,nan,nan,0.0,nan,nan,nan,nan
118000,174000,690.2598803043365,170.9501064265442,2346,3.536492004059255,92.43775199865922,0.0,0.0,0.0,0.09842465323380538,-2435.15625,48.703125,0.0,1.0,1.963823546655476,nan,nan,nan,nan,0.0,nan,nan,nan,nan
120000,177000,701.8463070392609,170.97760406579624,2386,3.51948500610888,93.35164199001156,0.0,0.0,0.0,0.09842465323380538,-2535.9375,50.71875,0.0,1.0,2.039842875674367,nan,nan,nan,nan,0.0,nan,nan,nan,nan
122000,180000,714.0334882736206,170.86033358879254,2426,6.660626997472718,90.6077079998795,0.0,0.0,0.0,0.09842465323380538,-2545.3125,50.90625,0.0,1.0,2.0299975080415606,nan,nan,nan,nan,0.0,nan,nan,nan,nan
124000,183000,725.5001587867737,170.91657182730393,2464,3.5444030072540045,96.2173700099811,0.0,0.0,0.0,0.09842465323380538,-2545.3125,50.90625,0.0,1.0,2.1061463160440326,nan,nan,nan,nan,0.0,nan,nan,nan,nan
126000,186000,737.6804542541504,170.80566425932398,2506,3.5744789929594845,91.26020898111165,0.0,0.0,0.0,0.09842465323380538,-2415.625,48.3125,0.0,1.0,2.047577125020325,nan,nan,nan,nan,0.0,nan,nan,nan,nan
128000,189000,749.5154509544373,170.77699977632759,2549,6.796358997235075,87.15798100456595,0.0,0.0,0.0,0.09842465323380538,-2437.5,48.75,0.0,1.0,1.9108357476070523,nan,nan,nan,nan,0.0,nan,nan,nan,nan
130000,192000,761.1836843490601,170.7866349121393,2587,6.709344015689567,88.09068199479952,0.0,0.0,0.0,0.09842465323380538,-2450.0,49.0,0.0,1.0,1.884912533685565,nan,nan,nan,nan,0.0,nan,nan,nan,nan
132000,195000,773.049880027771,170.75224175089198,2631,6.744203012203798,93.75248500145972,0.0,0.0,0.0,0.09842465323380538,-2452.34375,49.046875,0.0,1.0,1.9340373370796442,nan,nan,nan,nan,0.0,nan,nan,nan,nan
134000,198000,784.8032064437866,170.74344103052294,2669,3.5756539728026837,88.61653701751493,0.0,0.0,0.0,0.09842465323380538,-2464.84375,49.296875,0.0,1.0,2.0091408537700772,nan,nan,nan,nan,0.0,nan,nan,nan,nan
136000,201000,796.5630714893341,170.73349853605538,2709,3.615980996983126,88.87602502363734,0.0,0.0,0.0,0.09842465323380538,-2463.28125,49.265625,0.0,1.0,2.0676991622895002,nan,nan,nan,nan,0.0,nan,nan,nan,nan
138000,204000,808.4261124134064,170.7020566023363,2751,3.5329539969097823,94.7111340065021,0.0,0.0,0.0,0.09842465323380538,-2520.3125,50.40625,0.0,1.0,2.030437690205872,nan,nan,nan,nan,0.0,nan,nan,nan,nan
140000,207000,820.2695887088776,170.67559486188327,2790,3.54019200312905,87.4070109857712,0.0,0.0,0.0,0.09842465323380538,-2521.875,50.4375,0.0,1.0,1.9738952163606882,nan,nan,nan,nan,0.0,nan,nan,nan,nan
142000,210000,832.3694915771484,170.59731457834033,2831,6.761293014278635,86.38435698230751,0.0,0.0,0.0,0.09842465323380538,-2489.0625,49.78125,0.0,1.0,2.0868053631857038,nan,nan,nan,nan,0.0,nan,nan,nan,nan
144000,213000,844.230637550354,170.56950268689005,2870,3.5365890071261674,87.96540700132027,0.0,0.0,0.0,0.09842465323380538,-2487.5,49.75,0.0,1.0,2.0081142904236913,nan,nan,nan,nan,0.0,nan,nan,nan,nan
146000,216000,856.2628383636475,170.50839235182954,2910,7.004690007306635,86.30014298250899,0.0,0.0,0.0,0.09842465323380538,-2507.8125,50.15625,0.0,1.0,2.0149209201335907,nan,nan,nan,nan,0.0,nan,nan,nan,nan
148000,219000,868.0360317230225,170.499834789375,2948,3.642057010438293,89.63028399739414,0.0,0.0,0.0,0.09842465323380538,-2531.25,50.625,0.0,1.0,2.1231199828907847,nan,nan,nan,nan,0.0,nan,nan,nan,nan
150000,222000,879.7297852039337,170.50690169053203,2990,6.7674280144274235,88.42237101634964,0.0,0.0,0.0,0.09842465323380538,-2495.3125,49.90625,0.0,1.0,2.022164238616824,nan,nan,nan,nan,0.0,nan,nan,nan,nan
